"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Cote d'Ivoire","CIV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29584616403.1626","30969658318.356","31831188175.0565","32449886336.876","34161792960.6187","37453139449.119","27142268175.4435","29717687420.2291","31489848242.7484","32811203707.5885","31593481594.1938","31751339763.1819","31964849049.9889","31703665390.9327","34420921509.6921","39000296858.3924","40895630597.7368","42683677986.9029","46061032803.1205","48329387831.3056","51898403215.4803","48585323041.8884","54762839531.1921","59653079619.2815","96007042382.6336","105692768632.425","110081941651.056","114536013131.385","124295133401.988","135974292291.212","139848429931.113","155901598861.368",
"Cameroon","CMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22149653547.9123","21632383271.1611","21552881570.58","20494447564.8625","21233664786.4161","22235084614.726","23554761111.4303","25042810721.1391","26790436635.8356","28463424871.7867","29669205884.8501","31405379463.0958","33648084574.2127","37004325450.0176","41162165284.1398","43237811773.4997","46886691859.8955","49786529891.8522","52505684248.4623","54802798853.3706","56752933815.3874","59871368065.9806","62629408092.0932","67829555750.4328","74535991977.632","78039557073.3029","82998880759.8221","88388067006.1336","94061101496.2416","98793921693.2807","100199905236.871","108055271451.568",
"Congo, Dem. Rep.","COD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20272492262.6927","20436174805.1004","22291091895.7083","21355368358.7203","21330876972.6188","20081508294.8358","20608363194.9769","19992879403.4599","21266093203.6376","23102819144.6665","25202900382.8507","27232749597.0706","29872916477.475","32418993552.1553","34028500653.2314","36170952291.3818","39203673076.5355","42414784447.7013","43696967208.4135","49142683507.8545","57377953169.2351","63954295208.2057","74312567452.9388","83831229357.8051","90121945556.5964","93915489289.6723","99582887729.6551","106232665526.56",
"Congo, Rep.","COG","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6909521996.09088","7362125019.67905","8016642766.98441","7571807276.04858","7719770214.36121","5814168840.29065","6103348730.0194","7491995903.12347","8280990089.99399","7607122759.97635","8451311511.90226","8943215089.608","9682774987.32851","10173414219.2203","10062158423.0095","11994945580.8897","14913258216.0597","14168468353.416","16040253074.6069","18942968901.5366","21254381086.756","21470355525.6044","27030906925.2395","27412885857.6535","28507863808.4685","22406270880.2525","18395388287.5822","18601885324.471","19823801667.8746","19083491080.3221","17304618573.6978","19830929385.7488",
"Colombia","COL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159095377034.783","168595093593.085","180006993209.17","195734011246.687","213555220784.676","229567383065.641","237776795934.987","250052800504.366","255294385667.285","248326181784.624","259119851687.436","268553175355.027","278942606988.624","293377825614.882","317135587241.474","346128974009.171","380374244244.361","415161123434.603","435339701109.348","445336792761.156","468494515041.585","507405547213.147","532590461643.626","571320090863.888","607259189846.401","622183968337.134","658039414706.676","681250506662.52","728608189905.723","771755452146.13","749670819245.333","852114398226.158",
"Comoros","COM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","651327861.120046","637324958.679729","714867329.726665","750225017.961472","723771104.507465","766568571.41302","769168392.397144","813711376.936855","831949681.606748","861327756.586878","976788311.072541","1023026151.90821","1059240103.27356","1102100585.56448","1152318820.44598","1223230352.37198","1294996630.1933","1346023484.64695","1420672307.42057","1476965338.29748","1551863140.44777","1650025527.79945","1814962014.89786","1955354402.02041","2071221657.94722","2117437030.24571","2290888118.1283","2479457610.11061","2632762418.07719","2725524213.92164","2750651963.09321","2928359518.39015",
"Cabo Verde","CPV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361878469.580613","377887316.10529","428702134.568218","476260950.598976","578016502.304676","670819627.95431","758200261.905397","858287982.365847","973356525.999289","1092989440.99723","1265342994.62584","1342054063.22691","1417041384.35716","1513779960.37026","1709940631.44177","1858712024.94059","2057169641.26174","2476497653.97945","2676513104.30623","2662147971.80069","2681411719.47601","2859939245.12912","2814067315.42606","2860973891.1569","2830720284.50257","3029167495.53556","3238313167.85348","3447518124.1818","3730790589.39037","4023051284.63182","3459851377.02669","3872110676.22498",
"Costa Rica","CRI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14978712355.4903","16144748489.3072","18078692359.2102","19852875847.0991","21468016187.6594","22733740406.8561","23565204413.3957","25267364674.0292","27100212090.6131","28142924125.5165","29600270291.2696","31321411324.4811","32894965946.0832","34986625919.9016","37665306254.2846","40591451078.2703","45306815463.7682","50536000811.363","54303126510.1331","53430828128.9204","57034151594.999","60678188581.3191","65070059286.9285","68606513156.9778","73917896674.1164","79359314660.5495","89561552361.3291","95456146478.5839","100873430252.261","107443512614.221","106929779387.212","112428702661.352",
"Caribbean small states","CSS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34619949390.0167","36333551341.1528","38863888285.1577","41901733661.3132","43492429076.832","46541989158.0229","49664946108.4946","51614614462.7373","53094979488.5102","56273042687.9112","59356333212.5244","61902457162.9625","65441379350.9006","70849812135.3277","76744854654.2792","81507177016.3461","90093945183.9379","96446575042.2824","100144433058.567","96816005525.8157","99918940560.0313","100259602799.057","104642351666.478","108112896841.095","110062833178.689","111071900930.379","108905525182.367","114944596860.787","117556486325.78","121720989333.069","112642756541.642","125013817724.408",
"Cuba","CUB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3369627405.04248","3538534802.72725","3724708899.89033","3796820810.77193","3746172940.12007","3845347702.94284","3945579397.63127","3892687092.16241","3909538839.10964","3905176287.46274","3942006836.73405","3923428355.22293","4083693913.01851","4084052648.80265","4053622448.07189","3353528077.65725","3624336791.28144",
"Cayman Islands","CYM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3395415127.17075","3579426001.18982","2506666954.65396","2247527709.29713","2213929718.77153","2351877741.07651","2635204595.37926","2961317695.44801","3294897803.51982","3698959086.1542","3533841388.40712","",
"Cyprus","CYP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7689587010.55568","8011827776.55883","8955893527.43161","9238906135.41476","9981328819.95397","10559514258.1103","10897131038.8623","11273164833.6318","13122343737.3323","12726997843.2977","13506365784.7196","14893964632.9571","15854144524.8343","16729370402.6778","17824486529.1996","19438133153.0286","21291274600.4631","23608083472.7334","26949335297.1308","27302983274.4819","27401397098.9404","29158013240.0043","27376105584.4746","25943702470.3171","25040161750.6646","26883799568.9016","29349749603.4954","32057628697.2743","34118293382.9483","35632013664.1967","33679306227.7252","36359176044.9818",
"Czechia","CZE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121443028361.565","125278620048.985","131678549203.516","141939384771.399","149230056654.997","150460678135.079","151912239354.235","155396065175.149","163257693867.631","174957304052.176","179426297147.504","192474881518.192","203336529154.841","215196463957.099","229707728689.73","253246158033.588","272806085747.403","269923491954.905","270183361561.334","279834668447.068","287718348866.221","303447928479.576","318616318237.674","332984669940.748","355688613136.584","388039149500.853","413258087440.776","429616323070.162","430714282531.747","455529581464.354",
"Germany","DEU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1561922636511.54","1685214880679.49","1755552651713.03","1777373768624.54","1855071340190.71","1921068316145.06","1972128689551.7","2011965479883.48","2067594156340.2","2143583766804.77","2223496121228.44","2319738227270.43","2381368004844.2","2443370460199.77","2601169287239.89","2643689105682.11","2861601464886.84","3028587022857.91","3133424995825.21","3083288744011.26","3249329225876.98","3502470398953.27","3570904139239.83","3712581829258.22","3883389666513.64","3977709151007.17","4268495684340.31","4491247786267.96","4726606095876.28","4774294432950.15","4687858484650.25","4961000043156.45",
"Djibouti","DJI","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3575606060.01968","3813420038.53532","4124459934.56588","4228354172.73595","4418464110.63373","4725369385.99063","5174904158.21122","5296929188.23756","5864057579.94782",
"Dominica","DMA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294876483.100002","305523724.575695","320106584.395999","336594952.879721","338208796.118362","353194608.130477","364472345.431873","382405144.270282","405049028.247376","399002724.929616","399891562.555747","429072984.438737","418853475.437719","456800296.4661","477032748.67028","501328468.809462","565034929.073372","611971564.345754","672700084.289188","677525203.199246","696531243.385957","708013848.57651","691928396.38625","692344687.139737","750744719.194229","765268686.687037","820841325.360526","813273321.762963","860508248.318868","908466089.557537","789474801.663994","867930358.353562",
"Denmark","DNK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90544827382.1882","94760703050.7039","99265814503.8272","102310013575.604","110358793934.678","116573258276.756","122471337471.387","129363333326.82","134975815906.489","140352133965.559","149540109273.132","155421464196.971","162670765274.646","164652371639.861","178236741720.605","186566260237.836","205456209155.69","214099451818.665","229296531979.344","224976956808.665","242469572196.057","252568140433.285","256181803182.809","270675687839.011","280163778604.424","287305055728.283","305037277594.345","326115786258.35","342287470715.698","351174060502.759","363081808910.915","390768618988.846",
"Dominican Republic","DOM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25248993716.7285","26287897967.0084","29872695978.9738","32321403068.5543","34105420771.8284","36813717953.1621","39993849130.7348","44298183860.4878","47736688812.8146","51131066884.2999","54795340763.4849","57420258830.929","60947905837.3844","59868229227.1213","62009311689.6216","72079439405.5664","81482933426.3781","89737081386.4283","95716906105.3495","97308812710.2115","106678082283.388","111949188863.709","113509281486.375","119476175962.838","130354681073.132","145306712656.455","160308251920.402","167596982744.007","184406643949.561","196652870180.082","185110262702.372","216139101212.81",
"Algeria","DZA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171460213214.853","171645623427.103","180748257849.554","183036035799.352","184159909085.199","192794226154.609","203920898711.442","211595020590.112","225967958740.387","235109584682.743","248948935932.593","267745804321.95","284220886791.132","311380241638.799","331728480771.731","359612549047.023","381244409859.818","415419245778.317","436091592071.304","444815149744.981","469889943452.125","489874209849.271","491032042032.186","488124391408.29","494451390132.55","464956187403.212","466787785435.932","478552633868.987","490702347615.425","504852207229.836","486938504895.599","524016535377.951",
"East Asia & Pacific (excluding high income)","EAP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2297833922901","2557405934405.87","2886511209989.9","3256606930942.88","3685143659902.61","4090715962399.43","4535839315799.78","4929112320077.72","5005991081824.04","5361856193684.06","5889483468936","6432464161434.55","7054580375110.49","7814110078350.6","8732008478202.68","9821335945639.54","11237916557283","12945573586015.8","14325399856458.3","15411216485215.3","17063111831567.2","18808585106384.5","20614328821751.9","21848628775226.2","23204042210751.4","23925797461776","25170605170748.1","26818357124608.6","29158008292759","31417747888117.8","31948727702228","35413512330403.5",
"Early-demographic dividend","EAR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5879976717595.57","6385159112326.09","6821484172646.87","7162302419003.57","7527404369295.92","7954263965291","8562878359408.34","9098382777822.08","9191469337623.66","9539953231651.21","10192510416525.1","10678665287301.3","11070445383556.6","11891493817129","12985331296810.3","14204281564256.4","15712321104984.5","17203987207548.3","18292122324744.5","18821939178487.3","20274717944555.7","21779673177091.7","23175928345063.5","24170306318468.6","25209400613719.3","25890238440634.6","27119421317221.1","28822833634309.4","30606026522131.5","31786067131191.4","30915848907796.1","34235247781180.2",
